,Song,Artist,Genre,Lyrics
1133,Hey Girl,Billy Currington,Country,"Hey girl, what's your name girl I've been looking at you And every guy here's doing the same girl It'd be a shame girl If I let you just walk on by Cause I'm all caught up in your sweet smile A girl like you comes around once in a while So hot, got to give it a shot Gotta get get a little bit of what you got  I know you don't know me but I can't leave here lonely Knowing I didn't even try to make you mine and You might think I'm crazy Girl but who could blame me You're looking so fine, got me all tongue tied And the only line I can think to say is  Hey girl, what you think girl You look a little thirsty let me go get you something to drink girl Before you blink girl I'll be right back by your side And if you want we can roll out I know my way around this town I got a shotgun seat for you You can tell me where it is you want to take off to I know you don't know me but I can't leave here lonely Knowing I didn't even try to make you mine and You might think I'm crazy Girl but who could blame me You're looking so fine, got me all tongue tied And the only line I can think to say is  Ooh, baby you're still standing here I guess you must like what you hear Hey girl, what you say girl About you and me getting away girl  I know you don't know me but I can't leave here lonely Knowing I didn't even try to make you mine and You might think I'm crazy Girl but who could blame me You're looking so fine, got me all tongue tied And the only line I can think to say is  You're looking so fine, got me all tongue tied And the only line I can think to say is Hey girl Oh yeahEmbedShare URLCopyEmbedCopy"
1134,Like My Dog,Billy Currington,Country,"He never tells me that he's sick of this house He never says why don't you get off that couch? He don't cost me nothing when he wants to go out I want you to love me like my dog He never says I need a new attitude Him and my sister ain't always in a feud When I leave the seat up he don't think that it's rude I want you to love me like my dog does baby  When I come home, want you to just go crazy He never looks at me like he might hate me I want you to love me like my dog  He never acts like he don't care for my friends He never asks me where in the hell have you been? He don't play dead when I want to pet him I want you to love me like my dog does honey He never says ""I wish you made more money"" He always thinks that pull my finger's funny I want you to love me like my dog He don't get mad at me and throw a major fit When I say his sister is a bitch When I come home, want you to just go crazy He never looks at me like he might hate me I want you to love me like my dog  I want you to love me like my dog does baby5EmbedShare URLCopyEmbedCopy"
1135,Don’t,Billy Currington,Country,"Don't ya hate hearing that clock on the wall chiming Saying it's time And don't you just wish we could just stay right here together All day long You know it wouldn't be a crime If we crawl back into bed Got as close as we could get Trying to figure out where this thing is going  Baby, Baby don't Don't just say you're leaving Why don't you just stay a little bit longer Got it going on And I just can't believe it This feeling it just keeps getting stronger  If ya got to go You got to know I might go crazy Here without you baby We're living every kiss You ain't leaving me like this It just ain't right Wait until tonight To lite another flame You know it wouldn't be the same as the fire we got burning this morning Baby, Baby don't Don't just say you're leaving Why don't you just stay a little bit longer Got it going on And I just can't believe it This feeling it just keeps getting stronger  Love, no one else can love me like you do You know, I ain't even close to through- loving you  Baby, Baby don't Don't just say you're leaving Why don't you just stay a little bit longer Got it going on And I just can't believe it This feeling it just keeps getting stronger  Don't Baby, Baby don't No baby don't (Baby, baby, oh, baby, baby don't) Oh no, no, baby don't (Baby, baby, oh, baby, baby don't) You, Don't Baby, Baby, Don'tEmbedShare URLCopyEmbedCopy"
1136,Wake Me Up,Billy Currington,Country,"If it's a Monday Or Friday night If it's a highway Or a long red light And that dashboard clock Just crossed midnight And I just crossed your mind  If you get to wondering If I'm all alone If I'm 'bout to go out If I'm staying home Baby, don't hesitate Go on and pick up the phone No matter what time it is  You ain't gonna wake me up Call me up when you're lonely You ain't gonna wake me up Cause I'm up and I'm only Thinkin' about waking up with you I miss you, I wish you'd Come on and drive me crazy It ain't ever too late baby You ain't gonna wake me up You ain't gonna wake me up I might be drinking At a bar down the street I might be listening To some song on repeat I might be in my bed But I won't be asleep Don't you worry 'bout me  If you get to wondering If I'm all alone If I'm 'bout to go out If I'm staying home Baby, don't hesitate Go on and pick up that phone No matter what time it is  You ain't gonna wake me up Call me up when you're lonely You ain't gonna wake me up Cause I'm up and I'm only Thinkin' about waking up with you I miss you, I wish you'd Come on and drive me crazy It ain't ever too late baby You ain't gonna wake me up (Up call me up, call me up) (Up call me up, call me up) Nope You ain't gonna wake me 1, 2, 3 in the morning No I don't need any warning Just show up Just blow up my phone Don't worry 'bout me Cause you know  You ain't gonna wake me up Call me up when you're lonely You ain't gonna wake me up Cause I'm up and I'm only Thinkin' about waking up with you I miss you Come on and drive me crazy It ain't ever too late baby You ain't gonna wake me up Call me up when you're lonely You ain't gonna wake me up Cause I'm up and I'm only Thinkin' about waking up with you I miss you, I wish you'd Come on and drive me crazy It ain't ever too late baby You ain't gonna wake me up You ain't gonna wake me up You ain't gonna wake me up No, no Oh 1, 2, 3 in the morningEmbedShare URLCopyEmbedCopy"
1137,Love Done Gone,Billy Currington,Country,"Don't worry, baby, sometimes things change Nothing we can do about it now, no way This doesn't come easy, but that's just life We can't keep pretending everything's alright We told each other it was love before The simple truth is it just ain't no more The bells stop ringing, the music won't play The crazy little feeling that's faded away Like snowflakes when the weather warms up Like leaves on the trees when the autumn comes Like the dogwood blossoms in a late spring rain All the disappearing bubbles in a glass of champagne Like a red kite lost in a blue sky wind I don't know where the good times end when  It ain't nothing we ever said or ever did wrong It's just love done gone  I don't regret a single thing that we did Anytime together, we ever spent I wouldn't change a thing, baby, you know Sometimes we got to just go with the flow Like snowflakes when the weather warms up Like leaves on the trees when the autumn comes Like the dogwood blossoms in a late spring rain All the disappearing bubbles in a glass of champagne Like money in a slot machine Don't know what happened to you and me It ain't nothing we ever said or ever did wrong It's just love done gone1EmbedShare URLCopyEmbedCopy"
1138,That’s How Country Boys Roll,Billy Currington,Country,"They wake up in the morning and they drink their coffee black They love their woman one beat shy of a heart attack On the way to work they might stop by a fishing hole That's how country boys roll Yeah, they work, work, work, all week til the job gets done Weekends they bar-b-que and have a cold one They run on a big ol' heart and a pinch of Skoal That's how country boys roll  Yeah, they're spinning their wheels Casting their reels Way back on them all county roads Singing in bars Souping their cars just to see how fast they'll go From a ball and glove to them falling in love They do everything heart and soul That's how country boys roll  Well if you don't know your way around They'll draw you a map And if you're broke and you ask They'll give you the shirt off their back All they need is a little gas A few dollars to fold That's how country boys roll Yeah, they're spinning their wheels Casting their reels Way back on them all county roads Singing in bars Souping their cars just to see how fast they'll go From a ball and glove to them falling in love They do everything heart and soul That's how country boys roll  Aw come on now Yeah they're crying aloud Humble and proud They love moma and Jesus and Jones That's how country boys roll Don't you know1EmbedShare URLCopyEmbedCopy"
1139,Bad Day Of Fishin’,Billy Currington,Country,"Got up at dawn just to be out on the water Weather man said hot and getting hotter But he didn't say nothing bout it raining like hell (oh well) A bad day of fishing beats a good day of anything else Had a big one on and man I would a got them But he took my pole straight down to the bottom Leaving me with nothing, but a big ole story to tell (oh well) A bad day of fishing beats a good day of anything else  We should proly go to work, I mean everybody does Instead of sitting out here in the middle of nowhere working on a pretty good buzz  Didn't catch a damn thing, guess you could say we took a licking Tonights fish fry is going to taste like chicken But we did just fine, if I do say so myself A bad day of fishing beats a good day of anything else  We should proly go to work, I mean everybody does Instead of sitting out here in the middle of nowhere working on a pretty good buzz  Didn't catch a damn thing, guess you could say we took a licking Tonights fish fry is going to taste like chicken But we did just fine, if I do say so myself A bad day of fishing beats a good day of anything elseEmbedShare URLCopyEmbedCopy"
1140,She’s Got A Way With Me,Billy Currington,Country,"It's a gentle touch, but more than enough She can stop this ole world from spinning too much It's a natural thing and I do believe I found my reason to be  She's got a way with me She's got a way with me  I'm not the same man since she's been around There's more to this life, I've suddenly found I look at myself now so differently It's her love that brings me peace  She's got a way with me She's got a way with me  Whatever it is, I'll always be under her spell She'll always be all I'll ever need I could search the whole world And I know I'd never find Someone perfect as her for me Suddenly it's something You just can't live without Oh, you know you found love Beyond any doubt With a simple man's words I can never convey all that I feel when I say She's got a way with me She's got a way with me She's got a way with me She's got a way with me1EmbedShare URLCopyEmbedCopy"
1141,Drinkin’ Town With A Football Problem,Billy Currington,Country,"Heyyah Heyyah Hey, heyyah  Barhoppers, churchgoers Marlboro Light smokers Blue collar, red voters Population 1,009 Past year’s cheerleaders Old men fill the bleachers Skeptics, true believers all Gathered on a Friday night Singing to the stars and stripes  We’re a drinking town with a football problem With two main things we all have in common We love ‘em both and don’t want to solve ‘em We’re a drinking town with a football problem Huh, heyyah Singing, heyyah Hey, heyyah  Barn burners, nail biters Shift workers, firefighters Prom queens, outsiders All livin’ for the love of the game We still tell the same old story Relive former glory Went to state in ‘94 We got a trophy in the school hallway The kids pass it by each day  We’re a drinking town with a football problem With two main things we all have in common We love ‘em both and don’t want to solve ‘em We’re a drinking town with a football problem Hey, hey  When we win, we celebrate And when we lose, we commiserate Win or lose, oh we tie one on  We’re a drinking town with a football problem With two main things we all have in common We love ‘em both and don’t want to solve ‘em We’re a drinking town with a football problem Hey, say Heyyah (hey yeah) Heyyah Hey, heyyah, wow yeahEmbedShare URLCopyEmbedCopy"
1142,Banana Pancakes,Billy Currington,Country,"Can't you see that it's just raining? Ain't no need to go outside  But, baby, you hardly even notice When I try to show you this Song is meant to keep you From doing what you're supposed to Waking up too early Maybe we can sleep in Make you banana pancakes Pretend like it's the weekend now  Can't you see that it's just raining? Ain't no need to go outside  But just maybe, like a ukulele Momma made a baby Really don't mind the practice 'cause you're my little lady Lady, lady, love me 'cause I love to lay here lazy We could close the curtains Pretend like there's no world outside Can't you see that it's just raining? Ain't no need to go outside  Ain't no need, ain't no need, mmm, mmm Can't you see, can't you see? Rain all day, and I don't mind But the telephone is singing Ringing It's too early Don't pick it up We don't need to We got everything We need right here And everything we need is enough Just so easy When the whole world fits inside of your arms Do we really need to pay attention to the alarm? Wake up slow, mmm mm, wake up slow  But, baby, you hardly even notice When I try to show you this Song is meant to keep you From doing what you're supposed to Waking up too early Maybe we can sleep in Make you banana pancakes Pretend like it's the weekend now Can't you see that it's just raining? Ain't no need to go outside  Ain't no need, ain't no need Rain all day, and I really, really, really don't mind Can't you see, can't you see? You got to wake up slowEmbedShare URLCopyEmbedCopy"
1143,Summer Forever,Billy Currington,Country,"Ain't ready for the leaves to change Don't wanna get off this swing No I ain't jealous When the sun's kissing on you Baby, it's that southern wind Baby, it's your perfect skin That's killing me Through the holes In your silver boots Baby, what's up This is more than a crush Already dressed like that Heat rises it's a fact Baby, three months Just ain't long enough We can turn the clock back Flip over the hour glass  Summer forever Ain't nothin' better than Love makin' weather Summer forever Hotter than winter On that Silverado leather The days are getting longer Kisses getting stronger It's the kinda song That makes you wanna sing along Summer forever Oh, oh I'm talking fireworks I'm talking on fire Barefoot walking Chasing whiskey With a flat tire  Don't matter where we go Let's ride an open road And a sunroof open Making up as we rolling like  Summer forever Ain't nothin' better than Love makin' weather Summer forever Hotter than winter On that Silverado leather The days are getting longer Kisses getting stronger It's the kinda song That makes you wanna sing along Summer forever Yeah, yeah, woo It don't matter where we go Let's ride an open road And a sunroof open Making up and say we rolling like It don't matter where we go Let's ride an open road And a sunroof open Making up and say we rolling like  Summer forever Ain't nothin' better than Love makin' weather Summer forever Hotter than winter On that Silverado leather The days are getting longer Kisses getting stronger It's the kinda song That makes you wanna sing along Summer forever Woah, woah  That's right You and me The sunshine The water It's summertime ForeverEmbedShare URLCopyEmbedCopy"
1144,Wagon Wheel,Darius Rucker,Country,"Heading down south to the land of the pines I'm thumbing my way into North Caroline Staring up the road and pray to God I see headlights I made it down the coast in seventeen hours Picking me a bouquet of dogwood flowers And I'm a-hoping for Raleigh, I can see my baby tonight  So rock me mama like a wagon wheel Rock me mama any way you feel Hey mama rock me Rock me mama like the wind and the rain Rock me mama like a south bound train Hey mama rock me  Running from the cold up in New England I was born to be a fiddler in an old time string band My baby plays a guitar, I pick a banjo now Oh, north country winters keep a-getting me down Lost my money playing poker so I had to leave town But I ain't turning back to living that old life no more  So rock me mama like a wagon wheel Rock me mama any way you feel Hey mama rock me Rock me mama like the wind and the rain Rock me mama like a south bound train Hey mama rock me Walking to the south out of Roanoke I caught a trucker out of Philly had a nice long toke But he's a heading west from the Cumberland gap To Johnson City, Tennessee And I got to get a move on before the sun I hear my baby calling my name and I know that she's the only one And if I die in Raleigh at least I will die free  So rock me mama like a wagon wheel Rock me mama any way you feel Hey mama rock me Oh rock me mama like the wind and the rain Rock me mama like a south bound train Hey hey mama rock me So rock me mama like a wagon wheel Rock me mama any way you feel Hey hey mama rock me Mama rock me Mama rock me Rock me mama like the wind and the rain Rock me mama like a south bound train Hey hey mama rock me You can rock me Rock me31EmbedShare URLCopyEmbedCopy"
1145,If I Told You,Darius Rucker,Country,"What if I told you about my little nothing town? The two room house where I came from The man that I got my name from I don't even know where he is now  What if I told you sometimes I lose my faith? I wonder why someone like you would even talk to me What if I told you there's no fixing me 'Cause everybody's already tried  Would you stay? Would you leave? I could wait, it'll all come out eventually  If I told you all the stupid things I've done I blamed on being young But I was old enough to know, I know If I told you the mess that I can be When there's no one there to see Would you look the other way, could you love me anyway?  What if I told you I don't plan on staying here? My dreams are a million miles away And I know your family's gonna want you to stay You know what? I don't blame them So I'll say what I don't want to And I'll just pray you want what I do, mhmm  If I told you all the stupid things I've done I blamed on being young But I was old enough to know, I know If I told you the mess that I can be When there's no one there to see Could you look the other way, could you love me anyway? Oh, could you love me anyway?  So before we go any further here Let a week turn into another year There's some things you probably don't wanna hear But you have to  If I told you sometimes I get jealous Sometimes I'm half crazy Would you say the hell with me, the hell with me? If I told you I barely know what love is But girl, if that's what this is I don't wanna let it slip away, oh, no, no, no Could you love me anyway, please? Could you love me anyway? Could you love me anyway, ooh? Could you love me anyway?4EmbedShare URLCopyEmbedCopy"
1146,For The First Time,Darius Rucker,Country,"You say you never danced to a dashboard singin' R.E.M. under summer stars Never leaned back on a jet black Chevy, blowing smoke rings in the dark You don't want to be a rumor, girl, and I feel just the same Yeah, I know that you don't know me well but we can make that change  When was the last time you did something for the first time? Yeah, let yourself go, follow that feeling Maybe something new is what you're needing Like a real life, let your hair down, feel alive When was the last time you did something for the first time?  Say you never drank from the bottle of some two dollar wine, run barefoot through the mud Never had the right kiss stolen from your lips, while you watched the sun come up Well, I know your friends are watching and they probably disapprove But give me just half a chance, girl, I'm daring you  When was the last time you did something for the first time? Yeah, let yourself go, baby, follow that feeling Maybe something new is what you're needing Like a real life, let your hair down, feel alive When was the last time you did something for the first time? Now the way you're looking says you're living I hope I ain't reading wrong Cause the way you're shining I think you're thinking It's been way too long  When was the last time you did something for the first time? Yeah, yeah, let yourself go, come on follow that feeling Maybe something new is what you're needing Like a real life, let your hair down, feel alive, alive When was the last time, oh You did something for the first time, girl? Come on, baby When was the last time, yeah You did something for the first time?EmbedShare URLCopyEmbedCopy"
1147,This,Darius Rucker,Country,"Got a baby girl sleeping in my bedroom And her mama laughing in my arms There's the sound of rain on the rooftop And the game's about to start  I don't really know how I got here But I'm sure glad that I did And it's crazy to think that one little thing Could've changed all of it Maybe it didn't turn out like I planned Maybe that's why I'm such, such a lucky man  For every stoplight I didn't make Every chance I did or I didn't take All the nights I went too far All the girls that broke my heart All the doors that I had to close All the things I knew but I didn't know Thank God for all I missed Cause it led me here to This Like the girl that I loved in high school Who said she could do better Or that college I wanted to go to Till I got that letter  All the fights and the tears and the heartache I thought I'd never get through And the moment I almost gave up All lead me here to you I didn't understand it way back when But sitting here right now it all makes perfect sense  For every stoplight I didn't make Every chance I did or I didn't take All the nights I went too far All the girls that broke my heart All the doors that I had to close All the things I knew but I didn't know Thank God for all I missed Cause it led me here to this  How I cried when my mama passed away But now I've got an angel looking out for me today So nothing's a mistake For every stoplight I didn't make Every chance I did or I didn't take All the nights I went too far All the girls that broke my heart All the doors that I had to close All the things I knew but I didn't know Thank God for all I missed Cause it led me here to this  It led me here to This1EmbedShare URLCopyEmbedCopy"
1148,Straight To Hell,Darius Rucker,Country,"I grew up just west of the tracks Holding me to hold me back Around your door she's calling out my name I come in at 5 AM And she is waiting for me She said, ""Where have you been?"", I said, ""I was out!"" She said, ""You're no good cause you're running without love""  And I'm going straight to hell Just like my momma said I'm going straight to hell (to hell, woohoo) I'm going straight to hell Just like my momma said I'm going straight to hell Oh and I'm gonna burn it down, baby  The black widow and the ladies man Met down at the laundromat And tried to make me understand And just then, her mother bursts in And said, ""You're the son of that bitch in the wind Get out of my house and hit the road"" And I kept falling like a Rolling Stones' song 'Cause I'm going straight to hell Just like my momma said I'm going straight to hell (oh straight to hell) I'm going straight to hell Just like my momma said I'm going straight to hell  The stars came out and warned me so As I walked on down the road Fifty bucks and a suitcase steered me clear She took my hand as we walked into the sun A new day's promise had just begun We'll make it alone whether you like it or not And I turned around and shouted ""Help me momma!""  'Cause I'm going straight to hell Just like my momma said I'm going straight to hell Oh yeah, I'm going straight to hell Ooh just like my momma said I'm going straight to hell  (Oh Lord help us Yeah I'll bring the whiskey boys Y'all taking me with ya Help me Jesus, help me Jesus, we all are Oh)EmbedShare URLCopyEmbedCopy"
1149,Beers and Sunshine,Darius Rucker,Country,"Well, I ain't gonna work today Just wanna sit around and play Gonna hit balls off the dock Kick back in my flip-flops Don't owe nothin' to the lender Nothin' spinnin' in the blender The only thing on my agenda is  Beers and sunshine Bonfires and summertime Back porch nights in South Carolina Ain't nothin' finer than me and my girl strikin' up a little lighter 'Cause everybody's down in a world gone crazy Don't know how to fix it but I think maybe Turn on the good times, turn off the TV Yeah, the only B.S. I need is beers and sunshine  I'm gonna call my girl and say Let's get our friends and hit the lake Grab a boat and get to floatin' A little buzzed and a little toasted We're gonna hang and have a little fun now Flying high like we'll never come down We're gonna roll until we run out of Beers and sunshine Bonfires and summertime Back porch nights in South Carolina Ain't nothin' finer than me and my girl strikin' up a little lighter 'Cause everybody's down in a world gone crazy Don't know how to fix it but I think maybe Turn on the good times, turn off the TV Yeah, the only B.S. I need is beers and sunshine Oh, beers and sunshine, oh  Beers and sunshine Bonfires and summertime Back porch nights in South Carolina Ain't nothin' finer than me and my girl strikin' up a little lighter 'Cause everybody's down in a world gone crazy Don't know how to fix it but I think maybe Turn on the good times, turn off the TV Yeah, the only B.S. I need is beers and sunshine  Oh, beers and sunshine Beers and sunshine Bonfires and summertime, time, time Oh, oh oh, yeah1EmbedShare URLCopyEmbedCopy"
1150,Alright,Darius Rucker,Country,"Alright, alright Yeah, it's alright, alright  Don't need no five star reservations I got spaghetti and a cheap bottle of wine Don't need no concert in the city I got a stereo and the 'Best Of Patsy Cline'  Ain't got no caviar, no Dom Perignon But as far as I can see I got everything I want  Because I got a roof over my head The woman I love laying in my bed And it's alright, alright I got shoes under my feet Forever in the eyes staring back at me And it's alright, alright Yeah, I got all I need And it's alright by me  Maybe later on we'll walk down to the river Lay on a blanket and stare up at the moon It may not be no French Riviera But it's all the same to me as long as I'm with you May be a simple life but that's okay, yeah If you ask me baby, I think I've got it made  Because I got a roof over my head The woman I love laying in my bed And it's alright, alright I got shoes under my feet Forever in the eyes staring back at me And it's alright, alright Yeah, I got all I need And it's alright by me  When I lay down at night I thank the lord above For giving me everything I ever could dream of  Because I got a roof over my head The woman I love laying in my bed And it's alright, alright I got shoes under my feet Forever in the eyes staring back at me And it's alright, alright Yeah, I got all I need And it's alright by me3EmbedShare URLCopyEmbedCopy"
1151,It Won’t Be Like This for Long,Darius Rucker,Country,He didn't have to wake up He'd been up all night Lying there in bed listening To his new born baby cry He makes a pot of coffee He splashes water on his face His wife gives him a kiss and says It is going to be OK  It won't be like this for long One day we'll look back laughing At the week we brought her home This phase is going to fly by So baby just hold on It won't be like this for long  Four years later bout four thirty She's crawling in their bed And when he drops her off at preschool She's clinging to his leg The teacher peels her off of him He says what can I do She says now do not you worry This will only last a week or two It won't be like this for long One day soon you'll drop her off And she won't even know you're gone This phase is going to fly by If you could just hold on It won't be like this for long  Someday soon she'll be a teenager And at times he'll think she hates him Then he'll walk her down the aisle And he'll raise her veil But right now she up and crying And the truth is that he don't mind As he kisses her good night And she says her prayers He lays down there beside her Till her eyes are finally closed And just watching her it breaks his heart Cause he already knows  It won't be like this for long One day soon that little girl is going to be All grown up and gone Yeah this phase is going to fly by He is trying to hold on It won't be like this for long It won't be like this for long4EmbedShare URLCopyEmbedCopy
1152,Hands On Me,Darius Rucker,Country,"I know where I wanna go tonight Been thinking about it all day I been waiting on your paradise I know that you know the way I let the world outside our window Do whatever it's gonna do We'll have a body and soul revival Right here in this room When your lips touch mine I'm born again If I never get to heaven, hell, I've already been Lead me to salvation, girl, I'm down on my knees Turn the lights off, slide your jeans off and put your hands on me Chase your shadow through the secret garden You'll be waiting for me there, there I could whisper hallelujah, baby But I don't have a prayer And only you can save me From the crazy that you make me When your lips touch mine I'm born again If I never get to heaven, hell, I've already been Lead me to salvation, girl, I'm down on my knees Turn the lights off, slide your jeans off and put your hands on me And only you can save me From the crazy that you make me Put your hands on me Put your hands on me Hands on me Put your hands on me When your lips touch mine I'm born again If I never get to heaven, hell, I've already been Lead me to salvation, girl, I'm down on my knees Turn the lights off, and slide your jeans off and put your hands on me Turn the lights off, slide your jeans off and put your hands on meEmbedShare URLCopyEmbedCopy"
1153,Come Back Song,Darius Rucker,Country,"I woke up again this mornin' And wouldn't you know it pourin' rain I went and burned a pot of coffee And like us I poured it down the drain  'Cause I didn't know I needed you so And letting you go was wrong And baby I know you got your radio on So this is my my bad, come back song  I know I said I wouldn't miss you But now I'm sayin' I'm a fool You're on the feel good side of leavin' And I'm the backside of a mule  And I didn't know I needed you so And letting you go was wrong And baby I know you got your radio on So this is my so sad, come back song  And now I'm laying down without you In this king size empty bed And I wish I had my arms around you But I'll just dream of you instead 'Cause I didn't know I needed you so And letting you go was wrong And baby I know you got your radio on So this is my get packed, come back Hey, I didn't know I needed you so And letting you go and letting you go was wrong And baby I know you got your radio on So this is my my bad, come back song  Oh yeah, yeah I know I said I wouldn't miss you I said I wouldn't miss you girl, yeah  Na na na na na na na Na na na na na na na Na na na na na na na na We all sang na na na na na na na Na na na na na na na Na na na na na na na, yeah Come on now This is my my bad, come back song1EmbedShare URLCopyEmbedCopy"
1154,Don’t,Darius Rucker,Country,"If you think I could ever go a day without you Five minutes without thinkin' about you Don't And if you wonder if it scares me Thinkin' about forever with you, baby I can tell you, baby, it don't, oh  'Cause every single mornin' My eyes fall open on you It's like my dreams keep goin' On and on and on, it don't Matter what we're doin' As long as I'm with you, and I can't imagine anything I couldn't love you through the bad days There's gonna be mistakes But, baby, I'm here to stay And if you think that could change Don't  Stop makin' me late for work Wakin' me up without sayin' a word Ooh, don't 'Cause when you whisper in my ear Everything I wanna hear I know you know, I need to go But you're the reason that I don't 'Cause every single mornin' My eyes fall open on you It's like my dreams keep goin' On and on and on, it don't Matter what we're doin' As long as I'm with you, and I can't imagine anything I couldn't love you through the bad days There's gonna be mistakes But, baby, I'm here to stay And if you think that could change Don't Oh, baby, don't  Oh, and if you ever wonder If I regret the day I said, ""I do"" Don't  'Cause every single mornin' My eyes fall open on you It's like my dreams keep goin' On and on and on, it don't Matter what we're doin' As long as I'm with you, and I can't imagine anything I couldn't love you through the bad days There's gonna be mistakes But, baby, I'm here to stay And if you think that could change Don't Baby, don't Don't you think I don't Oh, yeah, I know Baby, don'tEmbedShare URLCopyEmbedCopy"
1155,Don’t Think I Don’t Think About It,Darius Rucker,Country,"I left out in a cloud of taillights and dust Swore I was not coming back Said I'd enough Saw you in the rear view standing Fading from my life But I wasn't turning round No, not this time  But don't think I don't think about it Don't think I don't have regrets Don't think it don't get to me Between the work and the hurt and the whiskey Do not think I do not wonder about Could have been, should have been all worked out I know what I felt and I know what I said But don't think I don't think about it  When we make choices we got to live with them Heard you found a real good man, and you married him I wonder if sometimes I cross your mind Where would we be today? If I never drove that car away But don't think I don't think about it Don't think I don't have regrets Don't think it don't get to me Between the work and the hurt and the whiskey Do not think I do not wonder about Could have been, should have been all worked out I know what I felt and I know what I said But don't think I don't think about it Don't think I don't think about it  But don't think I don't think about it Don't think I don't have regrets Don't think it don't get to me Between the work and the hurt and the whiskey Do not think I do not wonder about Could have been, should have been all worked out I know what I felt and I know what I said But don't think I don't think about it  No no Don't think I don't Don't think I don't MmmEmbedShare URLCopyEmbedCopy"
1156,One Tequila,Darius Rucker,Country,"I've been known to drink a beer or two And I can handle whiskey ninety proof I'm just fine with a glass of wine, champagne to cabernet But I crossed the line when I crossed the border and hang out with those aid Cause with one tequila, it's bring on the salt and lime With two tequilas the whole bar's a friend of mine But with three tequilas my legs don't work no more Yeah it's one tequila, two tequila, three tequila floor I might end up in a Tijuana jail Oh and I think it's table left and up of ale Cannonball into a neighbor's pool without a stitch of clothes But by the end of the night I'll be tongue tied tryin to offer up some espanol Cause with one tequila, it's bring on the salt and lime With two tequilas the whole bar's a friend of mine But with three tequilas my legs don't work no more Yeah it's one tequila, two tequila, three tequila floor I'll be glad to pour for all you senioritas I'd rather taste salty kiss than have a sip of your margarita Cause with one tequila, please pass me the salt and lime With two tequilas the whole world's a friend of mine But with three tequilas my legs won't work no more Yeah it's one tequila, two tequila, three tequila floor It's four tequila, five tequila, six tequila door Somebody take me home Dude you know I can't drink tequila, call me a cabEmbedShare URLCopyEmbedCopy"
1157,Life’s Too Short,Darius Rucker,Country,"Mmm that breeze feels good, don't it? Feet up on the cooler Them tunes pouring out of that sliding rear window Laugh to the beat of that tape deck radio Mmm it's a heaven on earth moment Got a good thing going Round and round like the wheels of this night It's a singing along kiss, close your eyes I don't like this living, I love it Sweet magnolia blue skies up above it I don't call Carolina just a place I visit I call Carolina home I don't like drinking beer, I love it On the back porch swinging with my honey Life's too short just to like it so you better get to loving This living before it's gone Life's too short Better get to living if the beer's ice cold You better get to sipping if the song's in the air Get you out a lighter if the party's rocking You pull an all-nighter cause life's too short Mmm that six string's strumming, ain't it? This scene's all God painted I'm soaking you in while you're soaking it in It's like a movie baby, ain't it? Oh don't waste it I don't like this living, I love it Sweet magnolia blue skies up above it I don't call Carolina just a place I visit I call Carolina home I don't like drinking beer, I love it On the back porch swinging with my honey Life's too short just to like it so you better get to loving This living before it's gone Life's too short Better get to living if the beer's ice cold You better get to sipping if the song's in the air Get you out a lighter if the party's rocking You pull an all-nighter cause life's too short Oh You better get to pouring Oh Cause life's too short now I don't like this living, I love it Sweet magnolia blue skies up above it I don't call Carolina just a place I visit I call Carolina home I don't like drinking beer, I love it On the back porch swinging with my honey Life's too short just to like it so you better get to loving This living before it's gone Life's too short Yeah you better get to living (The beer's ice cold) Oh you gotta get to sipping (The song's in the air) I'm gonna get you out a lighter (The party's rocking) Girl you gotta pull an all-nighter cause life's too shortEmbedShare URLCopyEmbedCopy"
1158,Homegrown Honey,Darius Rucker,Country,"Sitting at a bar in New York City Everybody here looking New York pretty But you’re the kinda girl that’s got that something Dancing to the groove like it just ain’t nothing They ain’t never seen nothing quite like you Long stem legs in your cowboy boots Throwing back whiskey straight, no water Girl there ain’t nothing hotter  Ooh, I dig the way that you move You shake it down to your roots Did your momma teach you how to do that thing you do Yeah, nothing sweeter than wild I’ll take a sip of that smile I’ll bet the boys at home can’t leave you alone You little homegrown honey, honey, honey You’re so money, money, money You got a country road Carolina soul Baby you’re just so homegrown  Trying to think of something cool to say Turned around and saw you walking my way Pulled me on the floor saying “Son it’s on” And we were dancing all night long To a sweet old Alabama song Ooh, I dig the way that you move You shake it down to your roots Did your momma teach you how to do that thing you do Yeah, nothing sweeter than wild I’ll take a sip of that smile I’ll bet the boys at home can’t leave you alone You little homegrown honey, honey, honey You’re so money, money, money You got a country road Carolina soul Baby you’re just so homegrown  Ooh baby, baby, baby You’re driving me crazy, crazy, crazy I’m a long way away from where I’m from But baby you feel like home  Ooh, I dig the way that you move You shake it down to your roots Did your momma teach you how to do that thing you do Yeah, nothing sweeter than wild I’ll take a sip of that smile I’ll bet the boys at home can’t leave you alone You little homegrown honey, honey, honey You’re so money, money, money You got a country road Carolina soul Baby you’re just so homegrown You’re so money, money, money You got a country road Carolina soul Baby you’re just so homegrown7EmbedShare URLCopyEmbedCopy"
